year	county	measure	rate	numerator	denominator	per
2019	Franklin	[HB630 - CWS2] Recurrence of maltreatment	0.06086956521739131	14	230	1
2019	Franklin	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3235294117647059	11	34	1
2019	Franklin	Permanency in 12 months for children in foster care 12-23 months	0.7692307692307693	10	13	1
2019	Franklin	Permanency in 12 months for children in foster care for 24 months or more	0.46153846153846156	6	13	1
2019	Franklin	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	13	1
2019	Franklin	[HB630 - CWS5] Placement stability	6.045063198387983	33	5459	1000
2016	Gaston	Maltreatment in foster care	0.8484570807985679	1	117861	100000
2016	Gaston	[HB630 - CWS2] Recurrence of maltreatment	0.0444015444015444	23	518	1
2016	Gaston	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.26666666666666666	40	150	1
2016	Gaston	Permanency in 12 months for children in foster care 12-23 months	0.3508771929824561	20	57	1
2016	Gaston	Permanency in 12 months for children in foster care for 24 months or more	0.28440366972477066	31	109	1
2016	Gaston	[HB630 - CWS4] Re-entry to foster care in 12 months	0.05714285714285714	2	35	1
2016	Gaston	[HB630 - CWS5] Placement stability	2.7976975270926454	87	31097	1000
2017	Gaston	Maltreatment in foster care	4.2031288090854835	5	118959	100000
2017	Gaston	[HB630 - CWS2] Recurrence of maltreatment	0.09070294784580499	40	441	1
2017	Gaston	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.23493975903614459	39	166	1
2017	Gaston	Permanency in 12 months for children in foster care 12-23 months	0.38461538461538464	35	91	1
2017	Gaston	Permanency in 12 months for children in foster care for 24 months or more	0.3523809523809524	37	105	1
2017	Gaston	[HB630 - CWS4] Re-entry to foster care in 12 months	0.1111111111111111	4	36	1
2017	Gaston	[HB630 - CWS5] Placement stability	6.022395784322951	192	31881	1000
2018	Gaston	Maltreatment in foster care	5.128862674701884	6	116985	100000
2018	Gaston	[HB630 - CWS2] Recurrence of maltreatment	0.06506024096385542	27	415	1
2018	Gaston	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.1901840490797546	31	163	1
2018	Gaston	Permanency in 12 months for children in foster care 12-23 months	0.42696629213483145	38	89	1
2018	Gaston	Permanency in 12 months for children in foster care for 24 months or more	0.3163265306122449	31	98	1
2018	Gaston	[HB630 - CWS4] Re-entry to foster care in 12 months	0.08571428571428572	3	35	1
2018	Gaston	[HB630 - CWS5] Placement stability	4.3970539738375285	80	18194	1000
2019	Gaston	Maltreatment in foster care	3.38684549210865	4	118104	100000
2019	Gaston	[HB630 - CWS2] Recurrence of maltreatment	0.05623471882640587	23	409	1
2019	Gaston	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.18045112781954886	24	133	1
2019	Gaston	Permanency in 12 months for children in foster care 12-23 months	0.3893805309734513	44	113	1
2019	Gaston	Permanency in 12 months for children in foster care for 24 months or more	0.2604166666666667	25	96	1
2019	Gaston	[HB630 - CWS4] Re-entry to foster care in 12 months	0.05555555555555555	1	18	1
2019	Gaston	[HB630 - CWS5] Placement stability	3.6292263822538238	98	27003	1000
2016	Gates	Maltreatment in foster care	0	0	528	100000
2016	Gates	[HB630 - CWS2] Recurrence of maltreatment	0	0	8	1
2016	Gates	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0	0	1	1
2016	Gates	Permanency in 12 months for children in foster care 12-23 months	NA	0	0	1
2016	Gates	Permanency in 12 months for children in foster care for 24 months or more	NA	0	0	1
2016	Gates	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2017	Gates	Maltreatment in foster care	0	0	375	100000
2017	Gates	[HB630 - CWS2] Recurrence of maltreatment	0	0	3	1
2017	Gates	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0	0	1	1
2017	Gates	Permanency in 12 months for children in foster care 12-23 months	1	1	1	1
2017	Gates	Permanency in 12 months for children in foster care for 24 months or more	NA	0	0	1
2017	Gates	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2018	Gates	Maltreatment in foster care	NA	0	0	100000
2018	Gates	[HB630 - CWS2] Recurrence of maltreatment	0	0	5	1
2018	Gates	[HB630 - CWS3] Permanency in 12 months for children entering foster care	NA	0	0	1
2018	Gates	Permanency in 12 months for children in foster care 12-23 months	NA	0	0	1
2018	Gates	Permanency in 12 months for children in foster care for 24 months or more	NA	0	0	1
2018	Gates	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2019	Gates	Maltreatment in foster care	NA	0	0	100000
2019	Gates	[HB630 - CWS2] Recurrence of maltreatment	NA	0	0	1
2019	Gates	[HB630 - CWS3] Permanency in 12 months for children entering foster care	NA	0	0	1
2019	Gates	Permanency in 12 months for children in foster care 12-23 months	NA	0	0	1
2019	Gates	Permanency in 12 months for children in foster care for 24 months or more	NA	0	0	1
2019	Gates	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2016	Graham	Maltreatment in foster care	0	0	7727	100000
2016	Graham	[HB630 - CWS2] Recurrence of maltreatment	0.2542372881355932	15	59	1
2016	Graham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2	3	15	1
2016	Graham	Permanency in 12 months for children in foster care 12-23 months	0.8	4	5	1
2016	Graham	Permanency in 12 months for children in foster care for 24 months or more	NA	0	0	1
2016	Graham	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	6	1
2016	Graham	[HB630 - CWS5] Placement stability	1.4988758431176619	6	4003	1000
2017	Graham	Maltreatment in foster care	0	0	8595	100000
2017	Graham	[HB630 - CWS2] Recurrence of maltreatment	0.2	10	50	1
2017	Graham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.45454545454545453	10	22	1
2017	Graham	Permanency in 12 months for children in foster care 12-23 months	0.5	2	4	1
2017	Graham	Permanency in 12 months for children in foster care for 24 months or more	0	0	1	1
2017	Graham	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	7	1
2017	Graham	[HB630 - CWS5] Placement stability	3.2959789057350033	10	3034	1000
2018	Graham	Maltreatment in foster care	21.727322107550243	2	9205	100000
2018	Graham	[HB630 - CWS2] Recurrence of maltreatment	0.3088235294117647	21	68	1
2018	Graham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3157894736842105	6	19	1
2018	Graham	Permanency in 12 months for children in foster care 12-23 months	1	4	4	1
2018	Graham	Permanency in 12 months for children in foster care for 24 months or more	0	0	2	1
2018	Graham	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	6	1
2018	Graham	[HB630 - CWS5] Placement stability	4.019292604501607	15	3732	1000
2019	Graham	Maltreatment in foster care	48.36174585902551	4	8271	100000
2019	Graham	[HB630 - CWS2] Recurrence of maltreatment	0.14035087719298245	8	57	1
2019	Graham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.07692307692307693	1	13	1
2019	Graham	Permanency in 12 months for children in foster care 12-23 months	0.25	2	8	1
2019	Graham	Permanency in 12 months for children in foster care for 24 months or more	0	0	2	1
2019	Graham	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	1	1
2019	Graham	[HB630 - CWS5] Placement stability	2.41196333815726	5	2073	1000
2016	Granville	Maltreatment in foster care	32.56445047489824	6	18425	100000
2016	Granville	[HB630 - CWS2] Recurrence of maltreatment	0.05128205128205128	6	117	1
2016	Granville	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5	13	26	1
2016	Granville	Permanency in 12 months for children in foster care 12-23 months	0.3333333333333333	2	6	1
2016	Granville	Permanency in 12 months for children in foster care for 24 months or more	0.4	4	10	1
2016	Granville	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	11	1
2016	Granville	[HB630 - CWS5] Placement stability	3.182686187141948	20	6284	1000
2017	Granville	Maltreatment in foster care	26.27602969191355	4	15223	100000
2017	Granville	[HB630 - CWS2] Recurrence of maltreatment	0.08064516129032258	15	186	1
2017	Granville	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.32142857142857145	9	28	1
2017	Granville	Permanency in 12 months for children in foster care 12-23 months	0.8	8	10	1
2017	Granville	Permanency in 12 months for children in foster care for 24 months or more	0.2	2	10	1
2017	Granville	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	11	1
2017	Granville	[HB630 - CWS5] Placement stability	4.710632570659489	14	2972	1000
2018	Granville	Maltreatment in foster care	15.56783684906982	2	12847	100000
2018	Granville	[HB630 - CWS2] Recurrence of maltreatment	0.1564245810055866	28	179	1
2018	Granville	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.43478260869565216	10	23	1
2018	Granville	Permanency in 12 months for children in foster care 12-23 months	0.6666666666666666	10	15	1
2018	Granville	Permanency in 12 months for children in foster care for 24 months or more	0.125	1	8	1
2018	Granville	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	10	1
2018	Granville	[HB630 - CWS5] Placement stability	3.7771482530689333	12	3177	1000
2019	Granville	Maltreatment in foster care	0	0	13049	100000
2019	Granville	[HB630 - CWS2] Recurrence of maltreatment	0.008849557522123894	1	113	1
2019	Granville	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.14285714285714285	2	14	1
2019	Granville	Permanency in 12 months for children in foster care 12-23 months	0.2857142857142857	2	7	1
2019	Granville	Permanency in 12 months for children in foster care for 24 months or more	0.5454545454545454	6	11	1
2019	Granville	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2019	Granville	[HB630 - CWS5] Placement stability	5.901639344262295	27	4575	1000
2016	Greene	Maltreatment in foster care	0	0	9377	100000
2016	Greene	[HB630 - CWS2] Recurrence of maltreatment	0	0	56	1
2016	Greene	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.6666666666666666	8	12	1
2016	Greene	Permanency in 12 months for children in foster care 12-23 months	0.3076923076923077	4	13	1
2016	Greene	Permanency in 12 months for children in foster care for 24 months or more	0.2222222222222222	2	9	1
2016	Greene	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	6	1
2016	Greene	[HB630 - CWS5] Placement stability	6.25	4	640	1000
2017	Greene	Maltreatment in foster care	0	0	4712	100000
2017	Greene	[HB630 - CWS2] Recurrence of maltreatment	0	0	23	1
2017	Greene	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.8	8	10	1
2017	Greene	Permanency in 12 months for children in foster care 12-23 months	NA	0	0	1
2017	Greene	Permanency in 12 months for children in foster care for 24 months or more	0.2727272727272727	3	11	1
2017	Greene	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	6	1
2017	Greene	[HB630 - CWS5] Placement stability	6.815968841285297	7	1027	1000
2018	Greene	Maltreatment in foster care	0	0	5440	100000
2018	Greene	[HB630 - CWS2] Recurrence of maltreatment	0.03125	1	32	1
2018	Greene	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2857142857142857	2	7	1
2018	Greene	Permanency in 12 months for children in foster care 12-23 months	NA	0	0	1
2018	Greene	Permanency in 12 months for children in foster care for 24 months or more	0.3333333333333333	2	6	1
2018	Greene	[HB630 - CWS4] Re-entry to foster care in 12 months	NA	0	0	1
2018	Greene	[HB630 - CWS5] Placement stability	8.249852681202121	14	1697	1000
2019	Greene	Maltreatment in foster care	0	0	7668	100000
2019	Greene	[HB630 - CWS2] Recurrence of maltreatment	0.08333333333333333	5	60	1
2019	Greene	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.25	3	12	1
2019	Greene	Permanency in 12 months for children in foster care 12-23 months	0.8	4	5	1
2019	Greene	Permanency in 12 months for children in foster care for 24 months or more	0	0	4	1
2019	Greene	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2019	Greene	[HB630 - CWS5] Placement stability	10.789602746444336	22	2039	1000
2016	Guilford	Maltreatment in foster care	0.5449680376245933	1	183497	100000
2016	Guilford	[HB630 - CWS2] Recurrence of maltreatment	0.08200734394124846	67	817	1
2016	Guilford	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.07272727272727272	16	220	1
2016	Guilford	Permanency in 12 months for children in foster care 12-23 months	0.3359375	43	128	1
2016	Guilford	Permanency in 12 months for children in foster care for 24 months or more	0.5	62	124	1
2016	Guilford	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	7	1
2016	Guilford	[HB630 - CWS5] Placement stability	10.397463313914903	423	40683	1000
2017	Guilford	Maltreatment in foster care	0.5792668798368785	1	172632	100000
2017	Guilford	[HB630 - CWS2] Recurrence of maltreatment	0.027941176470588237	19	680	1
2017	Guilford	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.08542713567839195	17	199	1
2017	Guilford	Permanency in 12 months for children in foster care 12-23 months	0.24719101123595505	44	178	1
2017	Guilford	Permanency in 12 months for children in foster care for 24 months or more	0.4015151515151515	53	132	1
2017	Guilford	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	11	1
2017	Guilford	[HB630 - CWS5] Placement stability	7.796873086500388	191	24497	1000
2018	Guilford	Maltreatment in foster care	1.2746078987451486	2	156911	100000
2018	Guilford	[HB630 - CWS2] Recurrence of maltreatment	0.03730272596843615	26	697	1
2018	Guilford	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.056	7	125	1
2018	Guilford	Permanency in 12 months for children in foster care 12-23 months	0.29333333333333333	44	150	1
2018	Guilford	Permanency in 12 months for children in foster care for 24 months or more	0.41624365482233505	82	197	1
2018	Guilford	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2018	Guilford	[HB630 - CWS5] Placement stability	8.51548090884119	217	25483	1000
2019	Guilford	Maltreatment in foster care	4.696158542312388	7	149058	100000
2019	Guilford	[HB630 - CWS2] Recurrence of maltreatment	0.033734939759036145	28	830	1
2019	Guilford	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.08527131782945736	11	129	1
2019	Guilford	Permanency in 12 months for children in foster care 12-23 months	0.2169811320754717	23	106	1
2019	Guilford	Permanency in 12 months for children in foster care for 24 months or more	0.2923076923076923	57	195	1
2019	Guilford	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	13	1
2019	Guilford	[HB630 - CWS5] Placement stability	6.619891386213184	167	25227	1000
2016	Halifax	Maltreatment in foster care	28.129395218002813	2	7110	100000
2016	Halifax	[HB630 - CWS2] Recurrence of maltreatment	0.07079646017699115	16	226	1
2016	Halifax	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.6666666666666666	14	21	1
2016	Halifax	Permanency in 12 months for children in foster care 12-23 months	0.2	1	5	1
2016	Halifax	Permanency in 12 months for children in foster care for 24 months or more	1	2	2	1
2016	Halifax	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	12	1
2016	Halifax	[HB630 - CWS5] Placement stability	4.394726328405913	11	2503	1000
2017	Halifax	Maltreatment in foster care	0	0	7263	100000
2017	Halifax	[HB630 - CWS2] Recurrence of maltreatment	0.14746543778801843	32	217	1
2017	Halifax	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.35	7	20	1
2017	Halifax	Permanency in 12 months for children in foster care 12-23 months	1	6	6	1
2017	Halifax	Permanency in 12 months for children in foster care for 24 months or more	0.8	4	5	1
2017	Halifax	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	6	1
